Map URL,Language,Pronunciation,Introduction,Catalogue items,Synonyms,Dialects,Common words,AIATSIS code,AIATSIS URL,Area information,Locations,Coordinates 1,Coordinates 2,Coordinates 3,Coordinates 4,Coordinates 5,Coordinates 6,Coordinates 7,Coordinates 8,Coordinates 9,Coordinates 10,Coordinates 11,Coordinates 12,Coordinates 13,Coordinates 14,Coordinates 15,Coordinates 16,Coordinates 17,Coordinates 18,Coordinates 19,Video titles,Video URL 1,Video URL 2,Video URL 3,Further information,Further information URL 1,Further information URL 2,Word of the week,Word of the week URL,Image attribution,Image URL
https://maps.slq.qld.gov.au/iyil/view/80,Karuwali,Kah-roo-wah-lee,"Patji dritji, good day in Karuwali a language of far western Queensland. The Karuwali language region includes the landscape within the local government boundaries of the Diamantina Shire Council, including the localities of Betoota and Haddon Corner.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20l35&vid=SLQ",Garuwali; Dieri,,,L35,https://collection.aiatsis.gov.au/austlang/language/L35,"Western Queensland: Farrars Creek from near Connemara south to Beetoota, Haddon Corner, and Morney Plains; west to Durrie and Monkira on Diamantina River; east to Beal Range.","Western Queensland, Farrars Creek, Connemara, Beetoota, Haddon Corner, Morney Plains, Durrie, Monkira, Diamantina River, Beal Range","-27.5533328,151.9634109","-25.1371873,141.4275408","-24.3125735,142.4390787","-25.69945,140.740402","-25.9963763,140.9993954","-25.3711384,141.4693261","-25.653669,140.232498","-24.838181,140.546707","-23.7373819,141.074161","-20.9175738,142.7027956",,,,,,,,,,,,,,,,,,,"Connemara homestead's dam full in 1958, John Oxley Library, Record number: 99183506742602061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21218532660002061
https://maps.slq.qld.gov.au/iyil/view/81,Kayardild,Kay-ah-deeld,"Nyingki waa, hello in Kayardild a language of the Gulf of Carpentaria. The Kayardild language region includes the landscape within the local government boundaries of the Mornington Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g35&vid=SLQ",Kaiadilt; Gayadilt,,,G35,https://collection.aiatsis.gov.au/austlang/language/G35,"Gulf of Carpentaria islands: South Wellesley Island, Bentinck Island, Sweers Island, neighbouring islands, several smaller islands, and sometimes Allen Island, following removals later spoken at Mornington Island.","Gulf of Carpentaria islands, South Wellesley Island, Bentinck Island, Sweers Island, Allen Island","-17.1272962,139.6044141","-17.0487246,139.4165746","-17.067921,139.4974616","-17.1272962,139.6044141","-17.0302646,139.2309359",,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Gathering on Bentinck Island, 1934, John Oxley Library, Record number: 276163",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool276163&context=L&vid=SLQ&search_scope=SLQ&tab=slq&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/82,Kugu Mu'inh,Koo-goo Moo'in,The traditional language area of Kugu Mu'inh includes landscape within the local government boundaries of the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,y57&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wik Muinh; Kuku Muinh; Wik Muin; Kuku-Mu'inh. See also related Wik languages,,,Y224,https://collection.aiatsis.gov.au/austlang/language/Y224,"Between Kendall River and Moonkan Creek. Today, it is spoken chiefly at Edward River and Aurukun. Western Cape York: Weipa region; following removals later spoken at Aurukun and Pormpuraaw","Kendall River, Moonkan Creek, Edward River, Aurukun, Western Cape York, Weipa","-14.1932969,142.0114989","-14.8593449,141.62539","-14.7712067,142.3089529","-13.3572661,141.7280661","-10.7,142.5166667","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Aboriginal men at Aurukun Mission, Queensland, 1913, John Oxley Library, Record number: 277127",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool277127
https://maps.slq.qld.gov.au/iyil/view/83,Kugu Muminh,Koo-goo Moo-min,The traditional language area of Kugu Muminh includes landscape within the local government boundaries of the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,y57&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Kuku-Muminh. See also related Wik languages,,Country - akya; Short - kaarrin; Stomach - thupi,Y43,https://collection.aiatsis.gov.au/austlang/language/Y43,"Western Cape York: Coastal Holroyd River, Weipa region; following removals later spoken at Aurukun and Pormpuraaw","Western Cape York, Coastal Holroyd River, Weipa","-10.7,142.5166667","-14.4833582,142.8160336","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Construction of cold room at Aurukun, 1953, John Oxley Library, Record number: 275895",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275895
https://maps.slq.qld.gov.au/iyil/view/84,Kugu Nganhcara,Koo-goo Ngun-car-ah,The traditional language area of Kugu Nganchara includes landscape within the local government boundaries of the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y59&vid=SLQ",Wik; Wiknantjara; Wik Nganychara; Wik Ngencherr. See also related Wik languages,,,Y59,https://collection.aiatsis.gov.au/austlang/language/Y59,"Western Cape York: Kendall River, Moonkan Creek, Weipa region; following removals later spoken at Aurukun and Pormpuraaw.","Western Cape York, Kendall River, Moonkan Creek, Weipa","-10.7,142.5166667","-14.1932969,142.0114989","-14.8593449,141.62539","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Aurukun sawmill, North Queensland, ca. 1950, John Oxley Library, Record number: 99183509392502061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21219193050002061
https://maps.slq.qld.gov.au/iyil/view/85,Kugu Yi'anh,Koo-goo Yee-unh,The traditional language area of Kugu Yi'anh includes landscape within the local government boundaries of the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,wik%20mungkan&vid=SLQ&lang=en_US",Kuku-Yi'anh. See also related Wik languages,,,Y178,https://collection.aiatsis.gov.au/austlang/language/Y178,Western Cape York: Weipa region; following removals later spoken at Aurukun and Pormpuraaw,"Western Cape York, Weipa","-10.7,142.5166667","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,,,,,,,,"Group of laughing children at Aurukun, Queensland, 1961, John Oxley Library, Record number: 1148299",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool1148299
https://maps.slq.qld.gov.au/iyil/view/86,Kuka-Dyangan,Koo-ga Dye-ung-un,The traditional language area of Kuka-Dyangan includes landscape within the local government boundaries of the Douglas Shire and Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y109&vid=SLQ",Djangun; Gugu Djangun; Kuka Djangun,,,Y109,https://collection.aiatsis.gov.au/austlang/language/Y109,"Annan River, Mossman, Mossman River","Annan River, Mossman, Mossman River","-15.6919828,145.212868","-16.45,145.373333","-16.4633189,145.3212321",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Annan River Gorge, Cape York Peninsula, 1984, John Oxley Library, Record number: 225181",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool225181
https://maps.slq.qld.gov.au/iyil/view/87,Kuku-Thaypan,Koo-koo Thai-pan,The traditional language area of Kuku-Thaypan includes landscape within the local government boundaries of the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y84&vid=SLQ",Gugu Dhayban; Kuku Taipan; Thaypan,,,Y84,https://collection.aiatsis.gov.au/austlang/language/Y84,"Hann River, Laura, Musgrave River","Hann River, Laura, Musgrave River","-15.1893597,143.872496","-15.4957511,144.1648027","-14.7809504,143.5034089",,,,,,,,,,,,,,,,,,,,,,,,,,"Laura township, ca. 1930, John Oxley Library, Record number: 99183509963302061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21219361540002061
https://maps.slq.qld.gov.au/iyil/view/88,Kunjen,Koon-jun,"Wana yinang, how are you? in Kunjen a language of Western Cape York. The Ku njen language region includes the lanscape within the local government boundaries of Kowanyama Commnity ocuncil and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y83&vid=SLQ",Koko Wanggara; Ngundjan; Olkola. Used as a generic name for several related languages/dialects in this region,Oykangand; Olgol; Okunjan and Kawarrangg.,Good day - Mini punga; How are you? - Wana yinang,Y83,https://collection.aiatsis.gov.au/austlang/language/Y83,"Western Cape York: Dunbar, Mitchell River; following removals later spoken at Kowanyama.","Western Cape York, Dunbar, Mitchell River, Kowanyama","-10.7,142.5166667","-16.044661,142.390503","-15.9803009,142.5254049","-15.4739675,141.7452166",,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre; Pama Language Centre,http://www.nqraclc.com.au/,https://www.pamacentre.org.au/,,,"Three men fishing in a river at Kowanyama, John Oxley Library, Record number: 277855",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool277855
https://maps.slq.qld.gov.au/iyil/view/89,Kuthant,Koo-thant,"Babrah rahm, 'good day' in Kuthant, a language of the Gulf Region. The Kuthant language region includes the landscape within the local government boundaries of Burke Shire Council, particulary the town of Karumba.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g31&vid=SLQ",Kutanda; Gkuthaarn; Karundi; Karunti.,,,G31,https://collection.aiatsis.gov.au/austlang/language/G31,"Gulf: Mouth of Norman River; at Karumba (the proper n.n. Kurumba); from Normanton west to Flinders River; north to the Swinburne River; inland to Milgarra, Maggieville, and Stirling.","Norman River, Karumba, Normanton, Flinders River, Milgarra & Swinburne River, Maggieville, Stirling","-19.2077947,141.8968713","-17.4912259,140.8341073","-17.6742288,141.0752403","-20.2432879,141.9272","-20.9175738,142.7027956","-17.4445,141.172897","-27.4828367,153.0279106",,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"View of the landscape near the Gulf town of Karumba, Queensland, 1984, John Oxley Library, Record number: 228269",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool228269
https://maps.slq.qld.gov.au/iyil/view/90,Kuuk Thaayorre,Kook Tay-orr,"Wooy ""hello I'm here"" in Kuuk Thaayorre, also known as Thayorre, a language spoken on Western Cape, particularly in the area around Pormpuraaw (Edward River). The Thaayorre language region includes the landscape within Pormpuraaw Community Council and the Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y69&vid=SLQ",Koko-Daiyuri; Kuku Yak; Thayorre. Used as a generic name for several related languages/dialects,,Hello I'm here - Wooy; Good day - Min yoor,Y69,https://collection.aiatsis.gov.au/austlang/language/Y69,"Western Cape York: Edward River, Pormpuraaw","Western Cape York, Edward River, Pormpuraaw","-10.7,142.5166667","-14.7712067,142.3089529","-14.9000446,141.6202424",,,,,,,,,,,,,,,,,,,,,,,,,,"Men at Edward River, ca. 1920, John Oxley Library, Record number: 277139",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool277139
https://maps.slq.qld.gov.au/iyil/view/91,Kuuku Ya'u,Koo-koo Yaw-oo,The traditional language area of Kuuku Ya'a includes landscape within the local government boundaries of the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y22&vid=SLQ",Gugu Yau; Yao; Ya'o; Koko Ya':o; Koka-yao.,,,Y22,https://collection.aiatsis.gov.au/austlang/language/Y22,Eastern Cape York: Uu'ungun south to Claudie River and hinterland,"Eastern Cape York, Uu'ungun, Claudie River","-10.7,142.5166667","-20.9175738,142.7027956","-12.8329229,143.3529858",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://maps.slq.qld.gov.au/iyil/view/92,Kuungkari,Koon-kari,"Parla kothogum, good day in Kuungkari a language of Western Queensland. The Kuungkari language region includes the landscape within the local government boundaries of Longreach Shire Council and Blackall-Tambo Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20l38&vid=SLQ",Kungkari; Koonkerri,,Good day - Parla kothogum,L38,https://collection.aiatsis.gov.au/austlang/language/L38,"Western Queensland: On Thomson and Cooper (Barcoo) rivers west to Jundah; north to Westland and near Longreach; east to Avington, Blackall, and Terrick Terrick; south on the western flank of the Grey Range to Cheviot Range, Powell Creek, and Welford.","Western Queensland, Thomson River, Coope River, Jundah, Westland, Longreach, Avington, Blackall, Terrick Terrick, Grey Range, Cheviot Range, Powell Creek, Welford","-27.5533328,151.9634109","-23.524621,144.0794721","-27.4137404,140.0047273","-24.8314192,143.060526","-20.9175738,142.7027956","-23.4405231,144.2504211","-24.2810511,145.1956663","-24.4206347,145.4672657","-24.7384,145.077301","-27,143.5833333","-25.3333333,143.6666667","-25.4819778,152.470087","-25.1673971,143.2392149",,,,,,,,,,,Central Queensland Language Centre,http://www.gidarjil.com.au/what-we-do/language,,,,"Bullock team coming to a halt outside McKenzie's store in Blackall, ca. 1880, John Oxley Library, Record number: 235597",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool235597
https://maps.slq.qld.gov.au/iyil/view/93,Lamalama,Lah-ma Lahma,"Hayi lun, good day in Lamalama a language of Eatern Cape York. The Lamalama language region includes the landscape within the local government boundaries of the Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y136&vid=SLQ",Lama Lama; Lamu-Lamu;Mba Rumbathama; Bakanambia.,,Good day - Hayi lun,Y136,https://collection.aiatsis.gov.au/austlang/language/Y136,Eastern Cape York: from the Normanby River mouth around the margin of the lower bay to where the mangroves open up into sand beach west of the North Kennedy River mouth.,"Eastern Cape York, Normanby River, North Kennedy River","-10.7,142.5166667","-15.4962325,144.8684102","-14.6950391,144.0591839",,,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Scenic location at the Normanby River, Cape York Peninsula, 1984, John Oxley Library, Record number: 227145",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool227145
https://maps.slq.qld.gov.au/iyil/view/94,Lardil,Lah-dill,"Kuba waga kilmu!, hello everyone in Lardil the language of Mornington Island and nearby islands in the Gulf of Carpentaria. The traditional language area of Lardil includes landscape within the local government boundaries of the Mornington Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g38&vid=SLQ",Gununa; Ladil,Kare-wa,,G38,https://collection.aiatsis.gov.au/austlang/language/G38,Mornington Island and Northern Wellesely Islands.,"Mornington Island, Northern Wellesely Islands","-16.5174872,139.4059435","-16.5174872,139.4059435",,,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,thuwathu,http://blogs.slq.qld.gov.au/ilq/2019/04/09/2019-international-year-of-indigenous-languages-word-of-the-week-week-fifteen/,"Boat landing at Mornington Island, ca. 1938, John Oxley Library, Record number: 275611",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275611
https://maps.slq.qld.gov.au/iyil/view/95,Linngithigh,Lin-ngi-thigh,"Adhar ayathi, 'good day in the Linngithigh language of Western Cape York. The Linngithinh language area includes landscape within the local government boundaries of the Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=title,contains,languages%20of%20cape%20york&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Winda Winda; Linginiti.,,Good day - adhar ayathi; Bird(s) - oyathigh; Canoe - awurpa; Child - ayongthagh; Fish - nya; Hand - a'a; Sun - nga; Wallaby - nggoy; Water (fresh) - ngogh,Y26,https://collection.aiatsis.gov.au/austlang/language/Y26,Western Cape York: Winda Winda Creek and the area between Mission and Archer Rivers.,"Western Cape York, Winda Winda Creek, Mission River, Archer River","-10.7,142.5166667","-20.9175738,142.7027956","-12.684734,141.8867041","-13.3477828,142.5267209",,,,,,,,,,,,,,,,,,,,,,,ndhan,http://blogs.slq.qld.gov.au/ilq/2019/10/08/2019-international-year-of-indigenous-languages-word-of-the-week-week-forty-one/,,
https://maps.slq.qld.gov.au/iyil/view/96,Luthigh,Loo-thig,"Iyurrah = hello (I am here) in Uradhi and Luthigh, a language of Cape York. The traditional language area for Luthigh includes landscape within the local government boundaries of the Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y12&vid=SLQ",Lotiga; Tepiti; Uradhi. See also Uradhi related languages,,,Y12,https://collection.aiatsis.gov.au/austlang/language/Y12,"Eastern Cape York: traditionally spoken in middle and upper Ducie River; following removals later spoken in the Northern Peninsula Area: New Mapoon, Injinoo and Cowal Creek communities","Eastern Cape York, Ducie River, Northern Peninsula Area, New Mapoon, Injinoo, Cowal Creek","-10.7,142.5166667","-12.0296699,142.160778","-10.9806627,142.318772","-10.7876753,142.4389946","-10.9057181,142.3320329","-10.9106429,142.3176719",,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Houses at New Mapoon, 1963, John Oxley Library, Record number: 100572",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool100572
https://maps.slq.qld.gov.au/iyil/view/97,Mabuiag,Mow-bee-ag,"Sew ngapa, 'hello, welcome' in Mabuiag which is considered a dialect of Kala Lagaw Ya, one of the languages of the Torres Strait. Mabuiag (also written as Mabuyag) is the traditional language of Mabuiag a Central Western island of the Torres Strait. The Mabuiag language region includes the island landscape of Mabuiag within the local government boundaries of the Torres Shire Council and Mabuiag Island Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,y1&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Mabuyag See also Kala Lagaw Ya.,,,Y239,https://collection.aiatsis.gov.au/austlang/language/Y239,Torres Strait: Mabuiag Island,"Torres Strait, Mabuiag Island","-9.981556699999999,142.5552179","-9.9553248,142.1832671",,,,,,,,,,,,,,,,,,,,,,Torres Strait Traditional Languages Centre,https://www.tstlanguages.org/our-work/language-centre,,,,"Sir Leslie Wilson's Vice Regal visit to Mabuiag Island, 1934, John Oxley Library, Record number: 277639",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool277639
https://maps.slq.qld.gov.au/iyil/view/98,Maiawali,My-a-wally,"Koua, 'a general greeting to someone close' in Maiawali a dialect of Pitta Pitta, a language of the Western Queensland region. The traditional language area of Maiawali includes landscape within the local government boundaries of the Diamantina Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20l40&vid=SLQ",Majuli; Mayawali,,,L40,https://collection.aiatsis.gov.au/austlang/language/L40,"Cork Station, Diamantina Lakes, Diamantina River, Springvale","Cork Station, Diamantina Lakes, Diamantina River, Springvale","51.895981,-8.4848161","-23.9249655,141.2051302","-23.7373819,141.074161","-27.3271603,151.1639225",,,,,,,,,,,,,,,,,,,,,,,,,"Buildings on Cork Station, 1929, John Oxley Library, Record number: 99183513376602061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21220262320002061
https://maps.slq.qld.gov.au/iyil/view/99,Mamu,Mah-moo,Nginda nyjangum (how are you?) in Mamu a dialect of the Dyirbal language of Far North Queensland. The Dyirbal language region includes the landscape within the local government boundaries of Cassowary Coast Regional Council and Tablelands Regional Council.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,mamu&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Dyirribarra Mamu. See also Dyirbal languages/dialects.,Dulgubarra Mamu; Jirribarra Mamu; Waribarra Mamu,Bird - mudabutt; Camp/House - mitcha; Dilly Bag - chowun; Fire - buni; Head - wombi; Playtpus - koorkoola; Rock - Tiban; Water - bunna,Y122,https://collection.aiatsis.gov.au/austlang/language/Y122,"Innisfail region: Etty Bay, Maria Creek, North Johnstone River, Tarzali","Innisfail, Etty Bay, Maria Creek, North Johnstone River, Tarzali","-17.5226261,146.0285223","-17.5833474,146.0703139","-17.8026807,146.0267401","-17.5210998,146.0479127","-17.422547,145.6127672",,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Construction of the South Johnstone Bridge, ca. 1930, John Oxley Library, Record number: 245403",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool245403
https://maps.slq.qld.gov.au/iyil/view/100,Manbarra,Mun-bah-rah,"Wodda mooli 'hello / greetings' in Manbarra, a language of the Palm Island region in North Queensland. The Manbarra language region lies within the landcape of the local government boundaries of Palm Island Community Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,biri&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Palm Island Language; Wulgurukaba,Mulgu; Buluguyban,Boomerang - waangal; Foot - jina; Meat - dumabury; Saltwater - ngandha; Sand - bunarhu; Woman - mujmuju,Y154,https://collection.aiatsis.gov.au/austlang/language/Y154,"Palm Island, Fantome Island","Palm Island, Fantome Island","-18.6894285,146.5392256","-18.6932861,146.5196111",,,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,bwgcolman,http://blogs.slq.qld.gov.au/ilq/2019/06/04/2019-international-year-of-indigenous-languages-word-of-the-week-week-twenty-three/,"Tommy Kangaroo, Spear Maker at Palm Island Reserve, Queensland, 1969, John Oxley Library, Record number: 275983",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275983
https://maps.slq.qld.gov.au/iyil/view/101,Mandulgu,Man-dull-goo,"Binbee garri, hello [good day] in Mandalgu, a dialect of Gangulu, a language of Central Queensland. The Mandalgu language region includes landscape within the local government boundaries of the Banana Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,biri&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wadja,,,E65,https://collection.aiatsis.gov.au/austlang/language/E65,"Dawson River, Expedition Range","Dawson River, Expedition Range","-24.972783,150.072147","-24.5,149.0833333",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson River Bridge, ca. 1878, John Oxley Library, Record number: 252778",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool252778
https://maps.slq.qld.gov.au/iyil/view/102,Mayi-Kutuna,May-ee Koo-too-na,"Yathi winja, 'good day' in Mayi-Kutuna a language of North-West Queensland. The Mayi-Kutuna language region includes the landscape within the local government boundaries of the Cloncurry Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g25&vid=SLQ",Maikudun; Mayaguduna. See also related Mayi languages,,,G24,https://collection.aiatsis.gov.au/austlang/language/G24,"Augustus Downs, Middle Leichhardt River, Mt Cuthbert","Augustus Downs, Middle Leichhardt River, Mt Cuthbert","-18.6039847,140.2094867","-19.1009267,139.9241471","-19.98,139.91",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Houses in Mount Cuthbert, ca. 1909, John Oxley Library, Record number: 99183506992902061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21218571840002061
https://maps.slq.qld.gov.au/iyil/view/103,Mayi-Thakurti,May-ee Thak-oor-ti,"Yathi winja, 'good day' in Mayi-Thakurti also known as Mitakoodi a language of North-West Queensland. The Maya-Thakurti language region includes the landscape within the local government boundaries of the Cloncurry Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g16&vid=SLQ",Maykulan; Mitakoodi. See also related Mayi languages,,Good day - Yathi winja,G16,https://collection.aiatsis.gov.au/austlang/language/G16,"Cloncurry, Cloncurry River, Julia Creek","Cloncurry, Cloncurry River, Julia Creek","-20.7068535,140.5053246","-18.6411488,140.638021","-20.6561047,141.7436397",,,,,,,,,,,,,,,,,,,,,,,,,,"Kenneth McKenzie with Native Police, Cloncurry, 1870, John Oxley Library, Record number: 276779",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool276779
https://maps.slq.qld.gov.au/iyil/view/104,Mayi-Yali,May-ee Yah-lee,"Yathi winja, 'good day' in Mayi-Yali also known as Mayi-Kutuna a language of North-West Queensland. The Mayi-Yali language region includes the landscape within the local government boundaries of the Cloncurry Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,mayi&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Mayi-Kutuna. See also related Mayi languages,,,G44,https://collection.aiatsis.gov.au/austlang/language/G44,"Leichhardt River region, Myally Creek","Leichhardt River region, Myally Creek","-19.1009267,139.9241471","-18.977604,139.8065781",,,,,,,,,,,,,,,,,,,,,,,,,,,"Swimming hole on the Leichhardt River, ca. 1932, John Oxley Library, Record number: 99183509982702061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21219337970002061
https://maps.slq.qld.gov.au/iyil/view/105,Mayi-Yapi,May-ee Yap-ee,"Yathi winja, 'good day' in Mayi-Yapi a language of North-West Queensland. The Mayi-Yapi language region includes the landscape within the local government boundaries of the Cloncurry Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g20&vid=SLQ",Majabi; Maykulan. See also related Mayi languages,,,G20,https://collection.aiatsis.gov.au/austlang/language/G20,"Canobie, Cloncurry Region, Cloncurry River","Canobie, Cloncurry Region, Cloncurry River","-19.49469,140.918396","-20.7068535,140.5053246","-18.6411488,140.638021",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Group in front of building on Canobie Station, 1894, John Oxley Library, Record number: 276399",http://onesearch.slq.qld.gov.au/permalink/f/1oppkg1/slq_digitool276399
https://maps.slq.qld.gov.au/iyil/view/106,Mbabaram,Bar-bar-rum,"Lim angur, 'good day' in Mbabaram a language of North Queensland. The Mbabaram language area includes the landscape within the Mareeba Shire Council, including the localities of Irvinebank and Petford.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,dyirbal&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Barbaram; Bar-Barrum; Gugu-Mbabaram. See also Dyirbal languages/dialects.,,,Y115,https://collection.aiatsis.gov.au/austlang/language/Y115,"Irvinebank, Lappa, Petford, Upper Walsh River","Irvinebank, Lappa, Petford, Upper Walsh River","-17.4326176,145.2207422","-17.36,144.88","-17.3447746,144.9300523","-16.9603854,144.3648152",,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Township of Irvinebank, ca. 1908, John Oxley Library, Record number: 99183513832702061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21220525380002061
